type, size, range, name, total_value, total_weight, duration, isOptimal
09SpannerStronglyCorrelated, n00100, R01000, s001.kp, 49204, 12004, 29.907426595687866, False
09SpannerStronglyCorrelated, n00100, R10000, s000.kp, 518835, 211835, 0.9446864128112793, True
09SpannerStronglyCorrelated, n00100, R10000, s001.kp, 491904, 119904, 29.999372243881226, False
09SpannerStronglyCorrelated, n00200, R01000, s000.kp, 101888, 41288, 28.00898766517639, True
09SpannerStronglyCorrelated, n00200, R01000, s001.kp, 104200, 23700, 29.177231788635254, False
09SpannerStronglyCorrelated, n00200, R10000, s000.kp, 1022469, 417469, 28.275022983551025, True
09SpannerStronglyCorrelated, n00200, R10000, s001.kp, 1042530, 237530, 29.38653016090393, False
09SpannerStronglyCorrelated, n00500, R01000, s000.kp, 245128, 99928, 28.11563801765442, True
09SpannerStronglyCorrelated, n00500, R01000, s001.kp, 263953, 64553, 29.35106611251831, False
09SpannerStronglyCorrelated, n00500, R10000, s000.kp, 2460672, 1010672, 28.59800910949707, True
09SpannerStronglyCorrelated, n00500, R10000, s001.kp, 2638728, 646728, 29.129943370819092, False
09SpannerStronglyCorrelated, n01000, R01000, s000.kp, 488672, 198772, 28.793726205825806, True
09SpannerStronglyCorrelated, n01000, R01000, s001.kp, 504878, 125478, 29.58190941810608, False
09SpannerStronglyCorrelated, n01000, R10000, s000.kp, 4903566, 2009566, 29.05680012702942, False
09SpannerStronglyCorrelated, n01000, R10000, s001.kp, 5048598, 1257598, 29.646389961242676, False
09SpannerStronglyCorrelated, n02000, R01000, s000.kp, 979064, 397264, 29.046449184417725, False
09SpannerStronglyCorrelated, n02000, R01000, s001.kp, 1030634, 241934, 29.64392328262329, False
09SpannerStronglyCorrelated, n02000, R10000, s000.kp, 9824844, 4016844, 29.37220788002014, False
09SpannerStronglyCorrelated, n02000, R10000, s001.kp, 10303422, 2424422, 29.461036682128906, False
09SpannerStronglyCorrelated, n05000, R01000, s000.kp, 2409352, 977252, 29.45626997947693, False
09SpannerStronglyCorrelated, n05000, R01000, s001.kp, 2562546, 598746, 29.824893951416016, False
09SpannerStronglyCorrelated, n05000, R10000, s000.kp, 24177378, 9881378, 29.62117862701416, False
09SpannerStronglyCorrelated, n05000, R10000, s001.kp, 25620582, 6001582, 29.813928365707397, False
09SpannerStronglyCorrelated, n10000, R01000, s000.kp, 4863248, 1973348, 29.533028602600098, False
09SpannerStronglyCorrelated, n10000, R01000, s001.kp, 5122857, 1220757, 29.638524055480957, False
09SpannerStronglyCorrelated, n10000, R10000, s000.kp, 48801855, 19952855, 29.591023921966553, False
09SpannerStronglyCorrelated, n10000, R10000, s001.kp, 51219738, 12234738, 29.59261703491211, False
10MultipleStronglyCorrelated, n00050, R01000, s000.kp, 21338, 14238, 0.08719110488891602, True
10MultipleStronglyCorrelated, n00050, R01000, s001.kp, 19390, 11790, 0.14470601081848145, True
10MultipleStronglyCorrelated, n00050, R10000, s000.kp, 217265, 142265, 0.00010633468627929688, True
10MultipleStronglyCorrelated, n00050, R10000, s001.kp, 196807, 117807, 0.0002269744873046875, True
10MultipleStronglyCorrelated, n00100, R01000, s000.kp, 43316, 29016, 1.3328955173492432, True
10MultipleStronglyCorrelated, n00100, R01000, s001.kp, 40686, 25386, 0.01756000518798828, True
10MultipleStronglyCorrelated, n00100, R10000, s000.kp, 434921, 289921, 0.00030231475830078125, True
10MultipleStronglyCorrelated, n00100, R10000, s001.kp, 404560, 253560, 0.0003542900085449219, True
10MultipleStronglyCorrelated, n00200, R01000, s000.kp, 81658, 51558, 19.63905167579651, True
10MultipleStronglyCorrelated, n00200, R01000, s001.kp, 79202, 48102, 3.4593346118927, True
10MultipleStronglyCorrelated, n00200, R10000, s000.kp, 813196, 515196, 4.42311429977417, True
10MultipleStronglyCorrelated, n00200, R10000, s001.kp, 792612, 480612, 29.950812578201294, False
10MultipleStronglyCorrelated, n00500, R01000, s000.kp, 203778, 127278, 29.771883249282837, False
10MultipleStronglyCorrelated, n00500, R01000, s001.kp, 201662, 123762, 29.197348594665527, False
10MultipleStronglyCorrelated, n00500, R10000, s000.kp, 2034682, 1271682, 29.46318507194519, False
10MultipleStronglyCorrelated, n00500, R10000, s001.kp, 2018474, 1236474, 29.62115788459778, False
10MultipleStronglyCorrelated, n01000, R01000, s000.kp, 399170, 245970, 29.746631622314453, False
10MultipleStronglyCorrelated, n01000, R01000, s001.kp, 409472, 254772, 29.112412214279175, False
10MultipleStronglyCorrelated, n01000, R10000, s000.kp, 3995528, 2457528, 29.283938884735107, False
10MultipleStronglyCorrelated, n01000, R10000, s001.kp, 4101468, 2545468, 29.595874547958374, False
10MultipleStronglyCorrelated, n02000, R01000, s000.kp, 806150, 498450, 29.574461221694946, False
10MultipleStronglyCorrelated, n02000, R01000, s001.kp, 807944, 497844, 29.3318350315094, False
10MultipleStronglyCorrelated, n02000, R10000, s000.kp, 8060100, 4980100, 0.00017976760864257812, True
10MultipleStronglyCorrelated, n02000, R10000, s001.kp, 8077283, 4973283, 29.98563003540039, False
10MultipleStronglyCorrelated, n05000, R01000, s000.kp, 2019632, 1249132, 29.51366925239563, False
10MultipleStronglyCorrelated, n05000, R01000, s001.kp, 2017049, 1240849, 29.668594121932983, False
10MultipleStronglyCorrelated, n05000, R10000, s000.kp, 20174482, 12480482, 29.623363733291626, False
10MultipleStronglyCorrelated, n05000, R10000, s001.kp, 20157970, 12397970, 29.638362407684326, False
10MultipleStronglyCorrelated, n10000, R01000, s000.kp, 4019363, 2480963, 29.47540307044983, False
10MultipleStronglyCorrelated, n10000, R01000, s001.kp, 4018734, 2467734, 28.95554828643799, True
10MultipleStronglyCorrelated, n10000, R10000, s000.kp, 40193452, 24787452, 29.500608205795288, False
10MultipleStronglyCorrelated, n10000, R10000, s001.kp, 40180796, 24656796, 29.305970191955566, False
11ProfitCeiling, n00050, R01000, s000.kp, 14229, 14238, 1.2364578247070312, True
11ProfitCeiling, n00050, R01000, s001.kp, 11784, 11792, 0.049010276794433594, True
11ProfitCeiling, n00050, R10000, s000.kp, 142272, 142282, 0.5576131343841553, True
11ProfitCeiling, n00050, R10000, s001.kp, 117819, 117819, 0.3462796211242676, True
11ProfitCeiling, n00100, R01000, s000.kp, 29001, 29015, 29.988735675811768, False
11ProfitCeiling, n00100, R01000, s001.kp, 25377, 25390, 10.409248113632202, True
11ProfitCeiling, n00100, R10000, s000.kp, 289947, 289959, 29.744619846343994, False
11ProfitCeiling, n00100, R10000, s001.kp, 253662, 253671, 29.39273452758789, False
11ProfitCeiling, n00200, R01000, s000.kp, 51540, 51562, 28.55700373649597, True
11ProfitCeiling, n00200, R01000, s001.kp, 48087, 48105, 28.53267550468445, True
11ProfitCeiling, n00200, R10000, s000.kp, 515169, 515199, 28.519676685333252, True
11ProfitCeiling, n00200, R10000, s001.kp, 480597, 480612, 28.70037293434143, True
11ProfitCeiling, n00500, R01000, s000.kp, 127239, 127277, 28.629474639892578, True
11ProfitCeiling, n00500, R01000, s001.kp, 123714, 123763, 28.991287231445312, True
11ProfitCeiling, n00500, R10000, s000.kp, 1271616, 1271685, 18.77558469772339, True
11ProfitCeiling, n00500, R10000, s001.kp, 1236435, 1236477, 3.100931167602539, True
11ProfitCeiling, n01000, R01000, s000.kp, 245877, 245972, 29.8950412273407, False
11ProfitCeiling, n01000, R01000, s001.kp, 254682, 254777, 29.36318874359131, False
11ProfitCeiling, n01000, R10000, s000.kp, 2457411, 2457533, 29.418044328689575, False
11ProfitCeiling, n01000, R10000, s001.kp, 2545401, 2545476, 29.429442405700684, False
11ProfitCeiling, n02000, R01000, s000.kp, 498255, 498450, 29.45176863670349, False
11ProfitCeiling, n02000, R01000, s001.kp, 497640, 497847, 29.67849111557007, False
11ProfitCeiling, n02000, R10000, s000.kp, 4979889, 4980106, 29.681058883666992, False
11ProfitCeiling, n02000, R10000, s001.kp, 4973715, 4973900, 29.686601161956787, False
11ProfitCeiling, n05000, R01000, s000.kp, 1248798, 1249255, 29.643662452697754, False
11ProfitCeiling, n05000, R01000, s001.kp, 1240470, 1240982, 29.813063144683838, False
11ProfitCeiling, n05000, R10000, s000.kp, 12481146, 12481621, 29.80859613418579, False
11ProfitCeiling, n05000, R10000, s001.kp, 12398220, 12398688, 29.80859136581421, False
11ProfitCeiling, n10000, R01000, s000.kp, 2479956, 2480964, 29.654016971588135, False
11ProfitCeiling, n10000, R01000, s001.kp, 2466933, 2467915, 29.717302799224854, False
11ProfitCeiling, n10000, R10000, s000.kp, 24786621, 24787545, 29.721310138702393, False
11ProfitCeiling, n10000, R10000, s001.kp, 24655881, 24656800, 29.720301628112793, False
12Circle, n00050, R01000, s000.kp, 300031, 14239, 0.5352294445037842, True
12Circle, n00050, R01000, s001.kp, 248488, 11793, 0.09757494926452637, True
12Circle, n00050, R10000, s000.kp, 9485054, 142283, 3.326652765274048, True
12Circle, n00050, R10000, s001.kp, 7854335, 117821, 0.14280295372009277, True
12Circle, n00100, R01000, s000.kp, 611418, 29017, 0.1503443717956543, True
12Circle, n00100, R01000, s001.kp, 535012, 25391, 29.994309663772583, False
12Circle, n00100, R10000, s000.kp, 19329757, 289961, 5.721517562866211, True
12Circle, n00100, R10000, s001.kp, 16910610, 253672, 29.833394050598145, False
12Circle, n00200, R01000, s000.kp, 1086483, 51563, 28.060651540756226, True
12Circle, n00200, R01000, s001.kp, 1013639, 48106, 28.42501997947693, True
12Circle, n00200, R10000, s000.kp, 34344928, 515200, 23.07289147377014, True
12Circle, n00200, R10000, s001.kp, 32039178, 480612, 28.67942523956299, True
12Circle, n00500, R01000, s000.kp, 2681868, 127278, 28.380354166030884, True
12Circle, n00500, R01000, s001.kp, 2607828, 123764, 28.912916660308838, True
12Circle, n00500, R10000, s000.kp, 84774716, 1271685, 28.868417501449585, True
12Circle, n00500, R10000, s001.kp, 82427628, 1236477, 28.84156060218811, True
12Circle, n01000, R01000, s000.kp, 5182856, 245972, 0.007064342498779297, True
12Circle, n01000, R01000, s001.kp, 5368399, 254777, 29.99779748916626, False
12Circle, n01000, R10000, s000.kp, 163827248, 2457533, 29.29120683670044, False
12Circle, n01000, R10000, s001.kp, 169689825, 2545476, 29.297126531600952, False
12Circle, n02000, R01000, s000.kp, 10502842, 498452, 29.249865770339966, False
12Circle, n02000, R01000, s001.kp, 10490114, 497847, 29.742029190063477, False
12Circle, n02000, R10000, s000.kp, 331990407, 4980108, 29.501924991607666, False
12Circle, n02000, R10000, s001.kp, 331576632, 4973901, 29.75335931777954, False
12Circle, n05000, R01000, s000.kp, 26323007, 1249257, 29.56536030769348, False
12Circle, n05000, R01000, s001.kp, 26148709, 1240984, 29.86225652694702, False
12Circle, n05000, R10000, s000.kp, 832065987, 12481621, 29.864502429962158, False
12Circle, n05000, R10000, s001.kp, 826537462, 12398689, 29.754802465438843, False
12Circle, n10000, R01000, s000.kp, 52276225, 2480964, 29.71125292778015, False
12Circle, n10000, R01000, s001.kp, 52001315, 2467916, 29.75329828262329, False
12Circle, n10000, R10000, s000.kp, 1652419440, 24787545, 29.730509996414185, False
12Circle, n10000, R10000, s001.kp, 1643703548, 24656800, 29.69676637649536, False
